Keyword,Position,Previous Position,Search Volume,Keyword Difficulty Index,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp
"cat articles","32","20","260","78.41","1.88","http://www.whiskas.com/CatsCorner/Articles","0.00","0.00","0.19","131000000","0.81,0.81,0.81,0.53,0.34,0.44,0.81,1.00,0.81,0.81,0.81,0.81","1468611414"
"what to feed a 4 week old kitten","78","0","140","73.35","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.28","1170000","0.09,0.44,1.00,1.00,0.53,0.66,0.66,0.66,0.28,0.16,0.09,0.09","1467787254"
"urinary diets for cats","68","80","20","73.16","1.67","http://www.whiskas.com/CatsCorner/Article/Urinary-Tract-Diseases-FLUTD","0.00","0.00","1.00","401000","0.40,0.20,0.20,0.20,0.60,1.00,0.60,0.40,0.20,0.40,0.20,0.20","1470613539"
"cat food for cats with kidney disease","80","73","30","72.83","2.96","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kidney-Failure","0.00","0.00","1.00","225000","0.57,0.29,0.43,0.57,1.00,0.29,0.29,0.29,0.43,0.57,0.43,0.29","1469910577"
"website for cat","57","72","10","75.65","0.00","http://www.whiskas.com/","0.00","0.00","0.04","140000000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1467284127"
"whiskas milk","10","7","10","71.88","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.93","383000","0.33,0.33,0.67,0.33,0.67,0.67,1.00,0.33,0.33,0.33,0.67,0.33","1467408015"
"whiskas milk","9","0","10","71.88","0.00","http://www.whiskas.com/Home/Faqs","0.00","0.00","0.93","383000","0.33,0.33,0.67,0.33,0.67,0.67,1.00,0.33,0.33,0.33,0.67,0.33","1467408015"
"reading your cat","98","0","10","0.00","0.00","http://www.whiskas.com/CatsCorner/Article/if-your-cat-could-talk","0.00","0.00","0.05","19100000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1468106132"
"whiskas catmilk","19","17","20","64.35","0.79","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.60","66000","0.67,0.67,0.67,1.00,0.67,1.00,0.67,1.00,0.33,0.67,0.33,0.33","1470642083"
"when can a cat become pregnant","47","54","10","75.29","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.00","5790000","0.50,1.00,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50","1467139492"
"cat pouch","28","20","260","0.00","0.15","http://www.whiskas.com/Products/Product/chicken-gravy","0.00","0.00","0.78","9590000","0.35,0.29,0.67,0.54,0.44,0.44,0.54,0.54,1.00,0.81,0.67,0.54","1468854936"
"when can kittens eat dry food","33","33","320","80.67","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.36","1570000","0.55,0.16,0.30,0.36,1.00,0.67,0.19,0.24,0.44,0.36,0.19,0.03","1468744932"
"four month old cat","81","48","40","80.97","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.00","5900000","0.20,0.40,0.40,0.60,1.00,1.00,1.00,1.00,0.80,0.80,0.60,0.60","1469082666"
"cats eat kittens","40","49","20","77.12","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.00","753000","0.50,1.00,0.75,0.75,0.75,0.50,0.25,0.50,0.25,0.50,0.25,0.25","1470694875"
"how to tell if cats are pregnant","19","18","30","73.78","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.00","2870000","0.50,0.50,0.50,1.00,1.00,0.50,0.50,0.50,0.75,0.75,0.75,1.00","1470439774"
"weaning kitten","17","23","20","76.00","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.00","351000","0.33,1.00,1.00,1.00,0.33,0.67,0.67,0.67,0.33,0.33,0.33,0.33","1470800038"
"kittens ages and stages","12","12","30","70.77","0.00","http://www.whiskas.com/CatsCorner/Article/Life-Stages-of-a-Cat","0.00","0.00","0.00","372000","0.09,0.64,1.00,0.27,0.18,0.18,0.27,0.27,0.09,0.09,0.09,0.09","1466872209"
"kitten in heat behavior","36","0","10","0.00","0.00","http://www.whiskas.com/CatsCorner/Article/Cats-In-Heat","0.00","0.00","0.03","458000","0.25,0.25,0.25,0.25,0.25,0.25,0.50,1.00,1.00,0.25,0.25,0.25","1465912793"
"is liver good for cats","94","0","20","70.53","10.31","http://www.whiskas.com/Products/Product/chicken-liver-meaty-juices","0.00","0.00","0.17","5590000","0.33,0.33,0.67,0.33,0.67,0.67,0.67,1.00,0.33,0.33,1.00,0.67","1470608880"
"why do cats groom their owners","21","21","30","75.91","0.00","http://www.whiskas.com/CatsCorner/Article/Clean-Cats-Happy-Cats","0.00","0.00","0.00","1800000","0.57,0.29,0.71,0.14,0.29,0.29,0.29,0.71,1.00,0.29,0.29,0.14","1470322965"
"name of kittens","67","57","10","76.04","0.00","http://www.whiskas.com/CatsCorner/Article/Choosing-Your-Cats-Name","0.00","0.00","0.40","21900000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1468116446"
"low phosphorus canned cat food","42","69","110","68.04","2.38","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kidney-Failure","0.00","0.00","1.00","41000","1.00,0.43,0.52,0.43,0.81,1.00,0.43,0.43,0.33,0.43,0.67,0.67","1467832234"
"what to know about cats","91","0","110","83.79","0.72","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.14","132000000","0.50,0.50,0.79,0.79,1.00,1.00,0.79,0.79,1.00,0.79,1.00,0.64","1467841246"
"kitten mother","20","15","10","83.99","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.00","22900000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1467929269"
"neutering kitten","92","0","10","74.54","0.00","http://www.whiskas.com/CatsCorner/Article/Neutering-and-Spaying","0.00","0.00","0.41","429000","0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50","1468512016"
"leash train cat","87","85","70","83.78","0.00","http://www.whiskas.com/CatsCorner/Article/Training-Your-Cat","0.00","0.00","0.14","539000","1.00,0.71,0.71,0.71,1.00,1.00,1.00,0.71,1.00,0.71,1.00,0.71","1469650019"
"eating a kitten","23","22","10","83.80","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.48","28200000","0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50","1468517496"
"can you give a kitten milk","52","60","140","77.45","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.06","880000","0.12,0.35,1.00,0.81,0.81,0.81,0.81,0.65,0.54,0.42,0.15,0.12","1467775448"
"cat food for urinary tract health","76","82","140","76.04","3.26","http://www.whiskas.com/CatsCorner/Article/Urinary-Tract-Diseases-FLUTD","0.00","0.00","1.00","317000","0.34,1.00,0.22,0.22,0.22,0.44,0.81,0.44,0.53,0.22,0.28,0.16","1467627729"
"cat diet for kidney disease","57","65","10","71.43","2.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kidney-Failure","0.00","0.00","1.00","967000","0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.67,1.00","1466805592"
"foods low in phosphorus","60","66","390","78.46","0.53","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kidney-Failure","0.00","0.00","0.39","528000","0.81,0.67,0.81,0.67,0.67,0.67,0.54,0.81,0.81,0.67,1.00,1.00","1468501753"
"cat allergic to food","31","31","110","77.63","9.17","http://www.whiskas.com/CatsCorner/Article/Caring-for-Food-Sensitivities","0.00","0.00","0.40","878000","0.50,0.50,0.79,0.64,0.64,0.79,0.79,0.64,0.79,1.00,0.79,0.79","1467822235"
"what to give a kitten to eat","35","36","20","77.18","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.40","826000","0.20,0.20,0.80,1.00,0.80,1.00,0.40,0.20,0.20,0.20,0.20,0.20","1466969014"
"what type of cat is the whiskas cat","6","0","10","73.30","0.00","http://www.whiskas.com/","0.00","0.00","0.00","411000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00","1467756135"
"what type of cat is the whiskas cat","7","6","10","73.30","0.00","http://www.whiskas.com/CatsCorner/Article/Choosing-Your-Cat","0.00","0.00","0.00","411000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00","1467756135"
"soft kibble cat food","84","0","90","79.00","4.57","http://www.whiskas.com/","0.00","0.00","1.00","88000","0.82,0.64,0.82,0.82,0.82,0.82,0.82,1.00,0.82,0.64,0.82,0.64","1467987065"
"bringing a new kitten home","42","27","140","81.56","1.06","http://www.whiskas.com/CatsCorner/Article/bringing-your-new-kitten-home","0.00","0.00","0.10","1540000","0.33,0.33,1.00,0.81,1.00,0.81,0.81,0.81,0.67,0.52,0.43,0.33","1467671253"
"can a kitten get pregnant","66","84","50","66.20","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.09","5150000","0.43,0.43,0.57,0.43,0.71,0.71,1.00,1.00,0.71,0.43,0.43,0.71","1469741746"
"bladder stones cat","58","0","30","81.45","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Struvite-Stones","0.00","0.00","0.62","232000","1.00,1.00,1.00,0.67,1.00,0.67,0.67,1.00,0.67,0.67,0.67,0.67","1470346838"
"indoor cat food","52","53","390","75.67","5.07","http://www.whiskas.com/Products/Product/indoor","0.00","0.00","1.00","5150000","0.54,0.54,0.54,0.66,0.66,0.66,0.54,0.54,0.81,0.81,1.00,0.81","1468490051"
"one month old kitten","46","60","140","77.17","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.00","1350000","0.27,0.65,1.00,0.65,0.65,0.65,0.81,0.65,0.54,0.35,0.35,0.27","1467789583"
"breastfeeding cats","99","0","50","87.49","2.46","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.04","640000","0.57,0.71,0.71,0.57,0.57,0.71,0.43,0.43,0.57,0.43,1.00,0.71","1469663426"
"how to know if a cats pregnant","33","32","30","74.01","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.07","2120000","1.00,0.75,0.75,0.50,0.50,0.75,0.50,0.25,0.75,0.50,0.75,0.75","1470451740"
"colitis in cats treatment","62","0","20","68.87","0.15","http://www.whiskas.com/CatsCorner/Article/Caring-for-Chronic-Diarrhea","0.00","0.00","0.65","416000","1.00,0.75,0.25,0.50,1.00,0.50,0.50,0.50,0.25,0.50,0.25,0.50","1470663621"
"5 month old kitten behavior","53","50","70","81.36","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.07","1660000","0.29,0.21,0.07,0.14,0.36,0.79,1.00,0.50,0.36,0.50,0.64,0.64","1469647605"
"urinary food for cats","69","68","90","72.52","3.20","http://www.whiskas.com/CatsCorner/Article/Urinary-Tract-Diseases-FLUTD","0.00","0.00","1.00","505000","0.82,0.45,0.82,0.64,0.64,0.82,0.82,1.00,0.64,0.82,0.82,1.00","1468164070"
"how to tell if a cat pregnant","56","62","20","73.78","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.17","12900000","0.50,0.50,0.50,0.50,0.50,0.25,0.50,0.25,0.25,0.50,0.50,1.00","1465671191"
"when to start litter training kittens","46","55","30","78.64","0.00","http://www.whiskas.com/CatsCorner/Article/House-Training-Your-Cat","0.00","0.00","0.02","430000","0.29,0.29,0.29,0.14,0.29,1.00,1.00,0.71,0.43,0.14,0.14,0.29","1469065853"
"food for cats with kidney problems","71","69","40","71.63","3.42","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kidney-Failure","0.00","0.00","1.00","860000","0.22,0.22,1.00,0.78,0.22,0.22,0.22,0.44,0.22,0.33,0.56,0.78","1469761857"
"dry cat food brands","25","30","320","81.20","7.39","http://www.whiskas.com/","0.00","0.06","1.00","4950000","0.67,0.67,0.54,0.81,0.54,0.44,0.35,0.54,0.81,0.81,1.00,0.81","1468545536"
"kitten chow","60","60","590","84.03","1.53","http://www.whiskas.com/Products/Product/kitten","0.00","0.00","0.83","413000","0.44,0.44,0.67,0.82,1.00,0.82,0.82,0.82,0.67,0.67,0.67,0.55","1469586790"
"kittens tabby","99","0","30","85.46","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.16","566000","0.50,0.75,0.75,1.00,1.00,1.00,1.00,0.50,0.50,0.75,0.75,1.00","1470349956"
"white fish food","67","0","10","78.65","0.00","http://www.whiskas.com/Products/Product/tuna-whitefish","0.00","0.00","0.36","134000000","1.00,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,1.00,0.50","1457294807"
"cat food types","34","29","30","79.35","2.29","http://www.whiskas.com/","0.00","0.00","0.91","10200000","0.60,0.60,0.60,1.00,0.60,0.60,0.60,0.40,0.40,0.40,0.80,0.60","1469913774"
"feeding milk to cats","69","54","30","0.00","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.01","862000","0.60,0.40,0.40,1.00,0.80,0.80,0.60,0.60,0.80,0.80,0.80,0.40","1470388322"
"what to feed kittens at 8 weeks","54","53","10","80.25","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.50","636000","0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00","1468010071"
"common food allergies in cats","55","0","40","78.88","3.59","http://www.whiskas.com/CatsCorner/Article/Caring-for-Food-Sensitivities","0.00","0.00","0.60","950000","0.60,0.60,0.60,0.80,0.60,0.80,0.60,0.60,1.00,0.80,0.80,1.00","1469761649"
"wet cat picture","37","46","50","76.67","0.00","http://www.whiskas.com/","0.00","0.00","0.00","29000000","0.36,0.36,0.29,0.36,0.21,0.29,0.36,1.00,0.29,0.21,0.21,0.21","1469730509"
"how many times a day do kittens eat","16","22","40","78.96","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.30","6790000","0.20,0.80,1.00,1.00,1.00,1.00,1.00,1.00,0.60,0.60,0.40,0.20","1469968069"
"name of a cat","77","0","10","74.08","0.00","http://www.whiskas.com/CatsCorner/Article/Choosing-Your-Cats-Name","0.00","0.00","0.22","203000000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1466891516"
"what to feed a kitten 6 weeks old","66","56","10","74.96","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.63","536000","0.50,0.50,1.00,0.50,0.50,0.50,0.50,1.00,1.00,0.50,0.50,0.50","1467702924"
"pictures of wet cats","95","0","110","74.40","0.00","http://www.whiskas.com/","0.00","0.00","0.00","628000","0.64,0.79,0.79,0.79,0.79,0.64,0.64,1.00,0.64,0.79,0.64,0.79","1467897432"
"what cats should eat","72","0","20","74.16","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.11","36400000","0.67,0.33,0.67,1.00,1.00,0.67,0.67,0.33,0.67,0.33,0.67,0.67","1469219695"
"cat diahrea","59","70","40","77.85","2.35","http://www.whiskas.com/CatsCorner/Article/Caring-for-Acute-Diarrhea","0.00","0.00","0.42","669000","0.80,0.60,0.80,0.60,0.80,1.00,0.60,0.60,0.60,1.00,1.00,0.60","1469778297"
"feeding senior cats","99","0","10","78.46","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Older-Cats","0.00","0.00","0.50","559000","0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50","1458268550"
"foods for urinary health","83","0","20","83.85","1.06","http://www.whiskas.com/CatsCorner/Article/Urinary-Tract-Diseases-FLUTD","0.00","0.00","0.45","2060000","0.20,0.40,0.20,0.20,0.40,0.60,0.40,0.40,0.40,0.80,1.00,0.40","1469228574"
"kitten sleeping all the time","55","0","10","0.00","0.00","http://www.whiskas.com/CatsCorner/Article/Sleep","0.00","0.00","0.05","727000","1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1468099488"
"how often should you feed kittens","24","22","70","77.31","2.67","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.31","1940000","0.21,0.36,1.00,0.79,0.79,0.36,0.50,0.64,0.64,0.29,0.29,0.14","1469019406"
"can a baby tell if your pregnant","81","92","40","88.54","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.06","8420000","0.33,0.22,0.22,0.11,0.56,1.00,0.44,0.78,0.56,0.44,0.33,0.11","1469881371"
"kitten development first year","37","73","70","71.36","0.00","http://www.whiskas.com/CatsCorner/Article/Life-Stages-of-a-Cat","0.00","0.00","0.09","911000","0.12,0.06,0.12,0.29,0.29,0.41,1.00,0.82,0.53,0.12,0.18,0.24","1469642513"
"gravy using giblets","65","76","10","90.06","0.00","http://www.whiskas.com/Products/Product/turkey-giblets-gravy","0.00","0.00","0.00","81000","0.11,0.00,0.11,0.11,0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.11","1468677657"
"how do u know if a cats pregnant","41","0","10","0.00","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.17","938000","0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50","1467646520"
"kittens at 4 months","43","46","20","80.33","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.05","9230000","0.25,0.25,0.50,0.50,0.75,1.00,0.75,0.75,0.50,0.75,0.50,0.25","1470767272"
"cat eating less","52","46","50","0.00","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-After-Illness-or-Surgery","0.00","0.00","0.02","1740000","0.57,0.71,0.71,0.71,1.00,0.71,0.71,0.71,0.71,1.00,1.00,0.71","1469724863"
"what age is a kitten a cat","80","80","20","86.04","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.05","2300000","0.75,0.50,1.00,1.00,0.50,0.25,0.25,0.25,0.25,0.25,0.25,0.25","1456423808"
"jealousy in cats","73","88","20","80.79","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.01","756000","1.00,0.67,0.67,0.67,0.67,1.00,0.67,1.00,0.67,1.00,1.00,0.33","1465639116"
"food for old cats","43","47","40","77.06","1.46","http://www.whiskas.com/CatsCorner/Article/Caring-for-Older-Cats","0.00","0.00","1.00","1490000000","1.00,1.00,0.60,0.60,0.80,1.00,0.80,0.60,0.60,0.60,0.80,0.60","1469785329"
"kittens and milk","77","82","110","80.40","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.15","705000","0.24,0.41,0.82,1.00,1.00,0.82,0.82,0.65,0.41,0.41,0.29,0.24","1468204250"
"heat for cats","52","35","20","81.09","0.80","http://www.whiskas.com/CatsCorner/Article/Cats-In-Heat","0.00","0.00","0.75","43800000","0.50,0.50,0.25,0.25,0.50,0.25,0.25,0.50,0.50,0.75,1.00,0.75","1469187945"
"do cats know their names","80","85","590","81.28","0.00","http://www.whiskas.com/CatsCorner/Article/Choosing-Your-Cats-Name","0.00","0.00","0.00","3590000","0.21,0.48,0.88,0.88,1.00,0.26,0.14,0.39,0.88,1.00,0.59,0.17","1469996161"
"cat food for uti","55","58","70","71.59","2.87","http://www.whiskas.com/CatsCorner/Article/Urinary-Tract-Diseases-FLUTD","0.00","0.00","1.00","168000","1.00,0.78,0.78,1.00,1.00,1.00,0.44,0.78,0.56,0.78,0.78,0.78","1469018838"
"feline bladder crystals","84","0","30","76.20","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Struvite-Stones","0.00","0.00","0.26","90000","0.60,0.60,1.00,0.40,0.20,0.20,0.60,0.60,0.40,0.60,0.40,0.20","1470346907"
"how to dry cat","79","78","20","82.84","0.00","http://www.whiskas.com/","0.00","0.00","0.00","49300000","0.50,0.50,0.50,0.50,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00","1465586926"
"cat loss of appetite lethargy","97","0","10","74.84","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-After-Illness-or-Surgery","0.00","0.00","0.01","231000","1.00,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.00,0.50,0.50","1467645337"
"how can you tell if a cats pregnant","38","31","50","74.72","2.48","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.10","2180000","0.64,0.64,1.00,0.29,0.21,0.50,0.21,0.21,0.21,0.14,0.29,0.50","1469664064"
"how old is a kitten","93","99","170","75.34","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.04","30100000","0.43,0.52,1.00,1.00,1.00,0.81,0.81,1.00,0.67,0.81,0.67,0.67","1467603059"
"recover from illness","27","27","20","0.00","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-After-Illness-or-Surgery","0.00","0.00","0.00","61800000","1.00,1.00,0.67,0.33,0.67,0.33,0.67,0.67,0.67,1.00,0.67,0.67","1465588185"
"kitten care 4 weeks","87","98","110","75.06","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.10","326000","0.03,0.10,0.36,1.00,0.44,0.10,0.36,0.44,0.28,0.08,0.05,0.03","1467915047"
"kitten growth stages","42","28","210","76.79","0.00","http://www.whiskas.com/CatsCorner/Article/Life-Stages-of-a-Cat","0.00","0.00","0.05","364000","0.54,0.29,0.44,1.00,0.81,0.44,0.15,0.19,0.35,0.44,0.35,0.15","1469015521"
"at what age can kittens eat wet food","39","59","40","73.78","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.37","130000","0.07,0.50,1.00,0.64,0.50,0.14,0.14,0.07,0.07,0.07,0.07,0.07","1469872110"
"my cats pregnant","76","78","20","81.14","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.09","4170000","0.75,0.75,0.75,1.00,0.75,0.75,0.50,0.25,0.25,0.25,0.25,0.25","1466892410"
"salmon tray","42","32","20","65.08","0.28","http://www.whiskas.com/Products/Product/salmon-dinner-in-sauce","0.00","0.00","0.80","730000","0.18,0.09,0.09,0.09,0.18,0.09,0.18,0.09,0.18,1.00,0.09,0.18","1470653611"
"what age can kittens eat cat food","23","22","20","77.15","4.46","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.45","1140000","0.14,0.57,1.00,0.57,0.29,0.14,0.14,0.14,0.14,0.14,0.14,0.14","1470536244"
"cats pregnancy time","62","74","90","80.15","3.02","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.13","22800000","0.06,0.03,0.28,0.22,0.44,0.03,0.03,0.22,0.12,0.06,0.53,1.00","1468164094"
"cat food storage","89","74","210","79.79","0.74","http://www.whiskas.com/Home/Faqs","0.00","0.00","1.00","10200000","0.53,0.53,0.44,0.66,0.44,0.66,0.44,0.66,0.81,0.66,1.00,0.81","1469451191"
"cat food for urinary health","42","41","210","75.22","3.46","http://www.whiskas.com/CatsCorner/Article/Urinary-Tract-Diseases-FLUTD","0.00","0.00","1.00","408000","0.12,0.15,0.19,0.81,0.66,0.19,0.12,0.19,0.19,0.19,0.54,1.00","1468942675"
"whiskas kitten breed","12","11","10","55.49","0.00","http://www.whiskas.com/CatsCorner/Article/Where-to-Get-a-Kitten","0.00","0.00","0.00","126000","0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00","1466971432"
"whiskas kitten breed","11","10","10","55.49","0.00","http://www.whiskas.com/CatsCorner/Article/Choosing-Your-Cat","0.00","0.00","0.00","126000","0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00","1466971432"
"feeding 6 week old kittens","47","56","20","74.10","6.62","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.28","393000","0.43,0.14,0.14,0.14,0.14,0.14,0.14,0.43,1.00,0.71,0.57,0.14","1460550380"
"kittens info","40","54","10","75.76","0.76","http://www.whiskas.com/Products/Product/kitten","0.00","0.00","0.34","6960000","0.33,0.33,1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.33","1466872209"
"how old are kittens when they are weaned","15","13","90","80.13","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.00","1250000","0.16,0.34,1.00,0.44,0.34,0.28,0.44,0.22,0.22,0.12,0.06,0.06","1468640990"
"a cat has fleas the cat is a","92","0","50","81.46","0.00","http://www.whiskas.com/CatsCorner/Article/Making-Fleas-Flee","0.00","0.00","0.00","2420000","1.00,1.00,0.78,0.78,0.56,0.22,0.33,0.33,0.22,0.22,0.33,0.44","1469750652"
"cat antibiotics diarrhea","90","71","20","71.04","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Acute-Diarrhea","0.00","0.00","0.36","476000","0.50,0.25,0.50,0.25,0.50,1.00,0.75,0.75,0.75,0.50,0.50,0.75","1465640456"
"cat food name","20","19","10","82.19","0.00","http://www.whiskas.com/","0.00","0.00","0.53","18400000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1467799666"
"cat pregnancy problems","56","47","20","79.27","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.06","16600000","0.60,1.00,0.40,0.80,0.40,0.40,0.20,0.20,0.20,0.20,0.20,0.40","1470817552"
"urethral blockage","78","94","170","83.04","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Struvite-Stones","0.00","0.00","0.08","186000","0.81,0.67,0.81,0.81,0.52,0.43,0.67,0.81,1.00,1.00,1.00,1.00","1467623606"
"how often do you feed a cat","68","78","210","80.19","2.52","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.09","4290000","0.81,0.81,1.00,0.65,0.81,1.00,0.81,0.81,1.00,1.00,1.00,0.81","1469325097"
"food for cats","32","47","320","79.77","6.66","http://www.whiskas.com/","0.00","0.02","0.87","188000000","0.82,0.67,0.67,0.67,0.82,0.82,0.82,0.82,0.82,0.82,1.00,0.54","1468545689"
